uid,City Quadrant,Ward,Household Income,Household Tenancy,Highest Obtained Education,Average Age,Living with Children,Member of Visible Minority,Gender,Average Quality of Life Rating (1-10),"Change in Quality of Life in Last 3 Years ( 1 = improved, 2 = no change, 3 = worsen)",Average Living in Calgary Rating (1-10),Average Life in Cangary Rating (1-10),Average Neighbourhood Safety Rating (1-4)
wGW59psA,Southwest,Ward 8,"$30,000 to just under $45,000",Rent,Completed university degree or post-grad degree,48,No,Yes,Female,10,1,10,10,4
iEM46bfA,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,47,Yes,No,Female,4,2,5,3,3
oEG92zrZ,Northeast,Ward 7,"$120,000 and over (Net)",Rent,Some post secondary or college diploma,38,No,Yes,Male,8,2,8,8,1
dNE67nkT,Southeast,Ward 14,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,38,Yes,No,Female,8,2,7,8,4
aHX79xqU,Southeast,Ward 12,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,57,No,No,Male,7,2,6,10,4
oUY32nrV,Southeast,Ward 14,"$120,000 and over (Net)",Own,Some post secondary or college diploma,39,Yes,No,Male,8,2,8,8,4
wOP91udO,Southwest,Ward 13,"$120,000 and over (Net)",Own,Some post secondary or college diploma,54,No,No,Female,9,2,9,10,4
xZF12neJ,Southwest,Ward 6,"$120,000 and over (Net)",Rent,Some post secondary or college diploma,31,No,No,Male,6,3,6,6,4
tSV86xlM,Northeast,Ward 3,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,32,Yes,No,Male,7,2,5,5,4
jAC10caI,Southeast,Ward 12,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,29,No,No,Female,7,3,7,7,4
jII44vsQ,Northwest,Ward 1,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,48,Yes,Yes,Female,10,1,10,10,4
sXI45hiO,Southwest,Ward 8,"$120,000 and over (Net)",Own,Some post secondary or college diploma,69,No,No,Male,7,2,7,7,4
fRE95ubZ,Southeast,Ward 5,Don't Know,Own,Completed high school or less,21,No,Yes,Male,8,3,7,7,4
dTY17gbY,Southeast,Ward 11,"$105,000 to just under $120,000",Rent,Completed high school or less,19,Yes,No,Male,7,3,2,4,4
sCJ70ltP,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,32,No,No,Male,10,2,10,10,4
hGB50ftD,Southeast,Ward 9,Don't Know,Own,Completed university degree or post-grad degree,66,No,No,Female,7,3,8,7,2
jID53tjW,Southeast,Ward 14,"$30,000 to just under $45,000",Rent,Completed high school or less,25,Yes,No,Female,7,2,4,5,2
aUC93gfR,Southwest,Ward 10,"$30,000 to just under $45,000",Rent,Some post secondary or college diploma,35,No,Yes,Male,9,1,9,9,4
wPG74yjO,Southwest,Ward 11,"$105,000 to just under $120,000",Rent,Completed university degree or post-grad degree,37,No,Yes,Male,9,1,9,9,3
aAL80buH,Southwest,Ward 8,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,37,Yes,No,Female,8,1,8,7,3
xLE62xnU,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,39,Yes,No,Female,10,3,7,10,4
wQC63tnA,Southwest,Ward 13,"$120,000 and over (Net)",Neither,Some post secondary or college diploma,21,Yes,No,Male,6,2,5,6,3
tYU45zeF,Northeast,Ward 10,"$90,000 to just under $105,000",Rent,Some post secondary or college diploma,33,Yes,Yes,Female,8,2,9,8,3
iZA81osY,Southeast,Ward 14,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,,Yes,No,Female,10,2,8,10,3
wEU43agC,Northwest,Ward 7,"$30,000 to just under $45,000",Rent,Completed university degree or post-grad degree,36,No,No,Male,8,2,7,7,3
sUA31ksQ,Southeast,Ward 9,"$120,000 and over (Net)",Own,Some post secondary or college diploma,49,Yes,No,Male,7,3,7,8,2
rBG96otY,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,47,Yes,No,Male,9,2,10,10,4
hJC66jcE,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,32,Yes,No,Female,9,2,10,10,4
uWK37ifX,Southwest,Ward 11,Don't Know,Own,Some post secondary or college diploma,70,No,No,Female,7,3,5,7,2
dWT60jhZ,Northwest,Ward 1,"$30,000 to just under $45,000",Rent,Completed university degree or post-grad degree,34,Yes,No,Male,9,1,8,10,3
aUC37eiW,Northwest,Ward 4,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,69,No,No,Female,7,3,8,7,4
bQH94ecC,Northwest,Ward 1,Don't Know,Rent,Completed university degree or post-grad degree,41,Yes,No,Female,10,2,8,9,3
iUU74wyI,Southeast,Ward 14,Don't Know,Own,Some post secondary or college diploma,,No,No,Female,7,3,6,8,4
iDQ82xjQ,Southwest,Ward 6,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,67,No,No,Female,9,2,7,8,3
lOP71dvY,Northwest,Ward 2,"$90,000 to just under $105,000",Rent,Completed university degree or post-grad degree,33,Yes,No,Female,8,1,10,10,4
dHS10koB,Northwest,Ward 1,"$75,000 to just under $90,000",Own,Completed high school or less,54,No,No,Male,6,3,8,8,3
hEU57nqN,Southeast,Ward 11,"$105,000 to just under $120,000",Rent,Completed university degree or post-grad degree,65,No,No,Male,5,3,7,7,2
jLO43ztS,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,59,No,No,Female,9,2,6,4,4
qLO35wsX,Southeast,Ward 12,Don't Know,Own,Completed university degree or post-grad degree,31,No,Yes,Female,7,3,6,7,4
jMT41onV,Northeast,Ward 3,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,52,No,Yes,Male,7,1,9,8,4
xZV11vdB,Southeast,Ward 14,"$45,000 to just under $60,000",Rent,Completed university degree or post-grad degree,24,No,No,Female,8,1,8,9,3
rLL18phJ,Northeast,Ward 10,"Less than $30,000",Rent,Some post secondary or college diploma,23,No,No,Female,8,1,8,8,2
rLG96yeM,Southwest,Ward 8,"$75,000 to just under $90,000",Rent,Completed university degree or post-grad degree,36,No,No,Female,7,3,9,9,3
tIO94eqO,Southwest,Ward 6,"$120,000 and over (Net)",Neither,Some post secondary or college diploma,29,No,No,Female,8,3,8,8,4
cDX83rmU,Northwest,Ward 4,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,63,No,No,Male,8,2,8,8,4
iMM12zoY,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,44,Yes,No,Male,8,2,9,8,4
sES93wrR,Southeast,Ward 14,"$30,000 to just under $45,000",Own,Some post secondary or college diploma,67,No,No,Female,8,3,10,10,3
uAS76bqP,Southwest,Ward 6,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,56,No,Yes,Male,9,2,10,10,4
cGR86phB,Southwest,Ward 6,Don't Know,Rent,Completed high school or less,29,No,Yes,Female,10,2,10,10,4
qUL29rrP,Northwest,Ward 3,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,43,Yes,Yes,Female,10,2,10,10,4
yNU29piZ,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,56,No,No,Male,8,3,8,8,4
fEA52rtT,Northwest,Ward 1,"$75,000 to just under $90,000",Rent,Completed university degree or post-grad degree,,No,Yes,Female,7,2,8,8,3
tCG82tyW,Southwest,Ward 8,"$45,000 to just under $60,000",Rent,Completed university degree or post-grad degree,38,No,No,Male,5,3,9,6,3
sGQ33icR,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,37,No,No,Female,7,2,7,7,2
vTU74vwW,Northwest,Ward 1,"$30,000 to just under $45,000",Rent,Completed high school or less,22,No,No,Male,8,3,6,7,4
aTC20jgY,Southeast,Ward 14,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,24,No,Yes,Male,8,1,10,10,4
xVY11hjA,Southwest,Ward 11,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,62,No,Yes,Female,7,2,8,7,3
aOD18goU,Southwest,Ward 6,"Less than $30,000",Own,Some post secondary or college diploma,41,Yes,No,Female,9,2,8,8,4
jSQ16qkU,Northwest,Ward 2,"$120,000 and over (Net)",Own,Some post secondary or college diploma,30,Yes,No,Female,7,2,8,7,3
zDS14juK,Southeast,Ward 14,"$60,000 to just under $75,000",Rent,Some post secondary or college diploma,43,Yes,No,Female,7,3,7,10,3
jYR42vxK,Southwest,Ward 13,"$120,000 and over (Net)",Rent,Some post secondary or college diploma,40,No,No,Male,6,3,6,7,3
tZF65qxO,Southeast,Ward 9,"$120,000 and over (Net)",Rent,Completed university degree or post-grad degree,29,No,Yes,Female,10,2,10,10,4
hNI18xiF,Northwest,Ward 1,Don't Know,Own,Completed high school or less,70,No,No,Female,7,2,7,10,2
fOK25ccD,Southwest,Ward 11,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,53,Yes,No,Male,7,3,5,6,4
eHL32lfD,Southwest,Ward 13,"$120,000 and over (Net)",Rent,Completed university degree or post-grad degree,28,No,No,Male,8,1,10,10,4
rUQ37xoH,Northeast,Ward 5,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,22,Yes,No,Male,8,1,7,8,2
vYG37baR,Northeast,Ward 5,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,39,Yes,Yes,Female,3,2,10,1,1
wIO69vsQ,Southwest,Ward 8,"$30,000 to just under $45,000",Rent,Completed university degree or post-grad degree,25,No,No,Male,6,3,4,5,2
lRV65huZ,Northeast,Ward 9,"Less than $30,000",Rent,Completed university degree or post-grad degree,68,No,No,Female,8,3,9,9,3
yTW65whT,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,65,No,No,Male,10,1,9,10,3
xAX87odG,Southwest,Ward 11,"$120,000 and over (Net)",Own,Some post secondary or college diploma,44,Yes,No,Female,7,3,8,9,4
vMG80caY,Northwest,Ward 4,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,61,No,No,Female,8,2,8,8,4
yLO44ihC,Northwest,Ward 7,Don't Know,Own,Completed university degree or post-grad degree,,Yes,Yes,Male,8,2,8,8,3
mJZ69slP,Northwest,Ward 4,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,41,No,No,Male,8,1,7,10,4
wRT27gcV,Northeast,Ward 10,"$75,000 to just under $90,000",Rent,Completed high school or less,28,No,No,Male,9,1,8,8,4
hSK21jlB,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,33,Yes,Yes,Female,7,2,6,6,4
kXO79crT,Northeast,Ward 5,"$45,000 to just under $60,000",Rent,Completed high school or less,43,Yes,Yes,Female,6,3,5,8,3
uLC58kbL,Southwest,Ward 13,"$60,000 to just under $75,000",Own,Completed high school or less,51,No,No,Female,10,1,10,10,4
rIO46hrA,Northeast,Ward 5,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,22,No,Yes,Male,7,1,6,6,3
mGV53vmY,Southwest,Ward 11,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,49,Yes,No,Female,9,2,5,6,2
bUX30tsJ,Northwest,Ward 4,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,48,Yes,Yes,Male,8,2,7,8,3
oQA23asJ,Northeast,Ward 9,"Less than $30,000",Rent,Completed high school or less,32,No,No,Female,1,1,9,9,4
mQF20qhG,Southwest,Ward 13,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,57,No,No,Male,7,3,6,7,4
rTD20cjC,Northeast,Ward 5,"Less than $30,000",Own,Some post secondary or college diploma,54,Yes,Yes,Male,3,3,1,1,2
oCW82jcD,Southeast,Ward 9,"Less than $30,000",Rent,Completed high school or less,20,No,No,Male,9,1,10,10,4
xOZ75tdA,Southwest,Ward 11,"$30,000 to just under $45,000",Own,Some post secondary or college diploma,53,No,No,Female,8,3,7,8,3
cVM79ebH,Southeast,Ward 12,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,32,No,Yes,Female,8,3,4,7,4
jIV66ufD,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,36,No,No,Male,8,3,8,10,4
vCG27jwK,Northeast,Ward 5,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,33,Yes,No,Female,9,2,10,10,3
cGZ35epV,Southeast,Ward 14,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,40,Yes,Yes,Male,7,3,8,5,3
xDP54zwE,Southeast,Ward 9,"Less than $30,000",Rent,Completed university degree or post-grad degree,,Yes,Don't Know,Male,5,1,7,7,4
vZF98zeR,Southwest,Ward 11,"$45,000 to just under $60,000",Rent,Completed university degree or post-grad degree,30,No,No,Male,8,2,8,10,4
pJF54qbW,Southwest,Ward 8,"$30,000 to just under $45,000",Rent,Some post secondary or college diploma,24,No,No,Male,9,1,10,10,3
qOM51wcJ,Southeast,Ward 9,"$120,000 and over (Net)",Rent,Completed university degree or post-grad degree,33,Yes,No,Male,8,3,7,8,4
yAB21ysJ,Southwest,Ward 12,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,62,No,No,Female,8,1,3,8,4
eLR32prP,Northwest,Ward 1,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,34,No,No,Female,8,2,9,9,3
tHH39btB,Northwest,Ward 7,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,66,No,No,Female,8,2,7,8,3
zZV67ygN,Southeast,Ward 12,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,34,Yes,No,Male,9,2,8,8,4
sMP99vgH,Northwest,Ward 4,"$120,000 and over (Net)",Rent,Completed university degree or post-grad degree,29,No,Yes,Female,7,3,3,2,3
mXA92xiU,Southwest,Ward 6,"$75,000 to just under $90,000",Own,Completed high school or less,45,Yes,No,Male,7,3,6,6,3
xBF70oxQ,Northwest,Ward 10,"Less than $30,000",Rent,Some post secondary or college diploma,36,No,Yes,Female,7,1,10,7,2
fLP75boP,Southeast,Ward 12,"$90,000 to just under $105,000",Rent,Completed university degree or post-grad degree,32,No,No,Male,9,2,8,9,3
dLG73srK,Southwest,Ward 11,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,47,No,No,Female,8,1,9,8,2
tRN64omD,Northwest,Ward 4,"$90,000 to just under $105,000",Rent,Completed university degree or post-grad degree,47,Yes,No,Female,6,2,5,7,2
xKT82hmG,Northwest,Ward 7,"Less than $30,000",Own,Completed high school or less,75,No,No,Male,9,3,4,8,4
pZI75tzN,Southwest,Ward 13,"$45,000 to just under $60,000",Own,Completed high school or less,71,No,No,Male,8,1,10,10,4
sQB20ddH,Southeast,Ward 14,"$30,000 to just under $45,000",Rent,Some post secondary or college diploma,35,Yes,Don't Know,Female,8,1,9,9,3
kPY18nlI,Southeast,Ward 11,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,36,Yes,Yes,Female,8,1,7,7,3
gRM55upT,Southwest,Ward 13,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,53,No,No,Female,7,2,7,9,3
xMK17ldC,Northwest,Ward 7,"$120,000 and over (Net)",Own,Some post secondary or college diploma,19,No,No,Male,8,2,8,9,4
wHE12jaB,Northwest,Ward 3,"$90,000 to just under $105,000",Rent,Some post secondary or college diploma,22,No,No,Female,8,2,5,8,4
pYL55ceI,Northwest,Ward 2,"$120,000 and over (Net)",Neither,Completed high school or less,19,Yes,No,Male,7,1,8,8,3
uCQ17kzC,Southeast,Ward 11,"$120,000 and over (Net)",Rent,Completed university degree or post-grad degree,30,No,No,Male,7,2,6,7,2
tIJ15glL,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,47,No,Yes,Female,7,3,5,5,2
uMD61grO,Southwest,Ward 11,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,66,No,No,Male,7,3,5,7,2
jMT93eaE,Northeast,Ward 10,"Less than $30,000",Rent,Some post secondary or college diploma,54,No,No,Male,9,1,7,6,3
jUO13miN,Northwest,Ward 1,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,75,No,No,Male,8,2,5,6,4
zJM44bvX,Southeast,Ward 14,"$120,000 and over (Net)",Own,Some post secondary or college diploma,32,Yes,No,Female,4,1,,7,3
qIZ26kpA,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed high school or less,18,Yes,No,Male,7,2,8,8,3
zSY49baR,Northeast,Ward 9,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,34,No,No,Male,8,2,7,8,4
rRM15wcW,Southeast,Ward 11,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,49,No,No,Female,8,1,7,8,3
oGF38czE,Northeast,Ward 9,"$75,000 to just under $90,000",Rent,Completed high school or less,20,No,Yes,Male,8,1,7,8,3
lOH79ayA,Southwest,Ward 13,"$120,000 and over (Net)",Own,Some post secondary or college diploma,36,Yes,No,Male,8,2,8,6,4
xVW49poW,Northwest,Ward 3,"$120,000 and over (Net)",Rent,Some post secondary or college diploma,46,No,No,Male,7,3,7,8,4
lXQ47jxD,Southeast,Ward 14,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,59,No,No,Female,8,2,8,8,4
cOQ62cqD,Northeast,Ward 9,"$90,000 to just under $105,000",Rent,Completed university degree or post-grad degree,71,No,Don't Know,Male,7,2,5,6,3
eEV66alA,Northeast,Ward 9,"Less than $30,000",Rent,Completed high school or less,36,No,Yes,Female,5,3,2,5,1
bBC62frI,Northeast,Ward 5,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,70,No,No,Male,7,3,8,8,3
tNC63ivB,Northeast,Ward 7,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,46,No,No,Female,8,3,7,7,3
eKR33siR,Northwest,Ward 4,"$105,000 to just under $120,000",Rent,Completed university degree or post-grad degree,50,No,Yes,Male,8,2,10,10,4
yWR26ibJ,Southwest,Ward 8,"Less than $30,000",Rent,Completed high school or less,28,No,No,Male,5,2,6,5,4
hYV24giS,Northwest,Ward 3,"$60,000 to just under $75,000",Own,Completed high school or less,45,Yes,No,Female,9,1,7,10,4
rVY17uzN,Southeast,Ward 14,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,32,Yes,No,Female,9,1,10,10,4
jAI36jzJ,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,49,Yes,No,Female,8,3,7,10,3
vLR54gnF,Southwest,Ward 8,"$105,000 to just under $120,000",Rent,Completed university degree or post-grad degree,33,No,Yes,Female,9,2,7,9,3
cFO66pfH,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,44,No,No,Male,6,3,5,3,4
oFN22bzG,Northwest,Ward 7,"$120,000 and over (Net)",Rent,Completed university degree or post-grad degree,32,No,No,Male,8,1,8,8,4
gOV67fqV,Southeast,Ward 12,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,33,No,No,Male,9,2,8,8,4
lUY78oiK,Southwest,Ward 1,"$120,000 and over (Net)",Own,Some post secondary or college diploma,47,No,No,Male,8,2,7,8,4
sTR66irJ,Northwest,Ward 1,"$30,000 to just under $45,000",Rent,Completed high school or less,57,No,No,Male,8,2,8,8,3
dCH45bqT,Southeast,Ward 12,Don't Know,Rent,Completed university degree or post-grad degree,34,No,No,Female,10,2,7,8,4
wPQ51imZ,Northwest,Ward 1,"$45,000 to just under $60,000",Rent,Completed university degree or post-grad degree,42,No,Yes,Male,8,2,8,8,4
pBM89xoX,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,31,Yes,No,Male,8,3,7,8,4
zQU57hnR,Southwest,Ward 13,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,46,No,No,Male,8,3,7,8,2
lIZ53wxP,Northwest,Ward 1,"$60,000 to just under $75,000",Rent,Completed university degree or post-grad degree,61,No,Yes,Female,8,3,7,8,2
sWU77suW,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,28,No,No,Male,7,2,10,6,3
rCA14eyD,Northeast,Ward 5,"$120,000 and over (Net)",Own,Completed high school or less,34,No,No,Male,7,2,9,8,3
xLF10pfB,Northeast,Ward 3,"$30,000 to just under $45,000",Own,Some post secondary or college diploma,64,No,No,Female,8,3,7,9,2
kBL76bpL,Southeast,Ward 11,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,46,No,No,Female,7,3,5,5,3
kZW42nhS,Northwest,Ward 7,"Less than $30,000",Rent,Completed university degree or post-grad degree,31,No,No,Male,8,2,8,8,3
cSB89qqK,Southeast,Ward 9,"$120,000 and over (Net)",Own,Some post secondary or college diploma,53,No,No,Female,7,3,7,8,2
hHN67dxM,Southwest,Ward 6,"Less than $30,000",Own,Completed university degree or post-grad degree,61,Yes,Yes,Female,9,1,6,8,3
gRY93ukV,Southwest,Ward 6,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,65,No,Yes,Male,7,3,7,7,4
wWV60toE,Southeast,Ward 14,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,36,Yes,No,Female,8,2,7,7,4
yKJ46dsR,Southwest,Ward 13,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,35,Yes,No,Male,8,2,7,7,4
mPA65ndW,Southeast,Ward 9,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,40,Yes,No,Male,7,2,10,10,4
sBV18jvT,Northwest,Ward 4,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,53,No,No,Female,10,3,6,8,1
oTF77woV,Southwest,Ward 8,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,31,No,Yes,Male,8,1,7,7,2
oZZ85zuA,Southwest,Ward 13,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,50,Yes,Yes,Female,9,2,9,8,2
cEA43ogU,Southwest,Ward 11,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,32,No,No,Female,9,1,7,10,3
lBJ45bgH,Southwest,Ward 6,"$30,000 to just under $45,000",Rent,Completed high school or less,26,No,Yes,Male,6,3,6,5,3
qHK90neW,Southwest,Ward 1,"$120,000 and over (Net)",Own,Some post secondary or college diploma,68,No,Yes,Female,9,2,8,8,3
iDY97fwX,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,22,No,No,Female,8,2,4,7,3
hQK16lyK,Southwest,Ward 13,"$120,000 and over (Net)",Own,Some post secondary or college diploma,39,Yes,Yes,Male,8,2,8,8,4
xIJ64jqR,Northwest,Ward 7,"$120,000 and over (Net)",Rent,Completed high school or less,37,No,No,Male,8,2,5,8,4
nPT42dpS,Southeast,Ward 14,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,26,No,No,Female,5,3,3,5,3
qSJ84kqU,Northeast,Ward 10,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,46,Yes,Yes,Female,8,3,7,7,3
rOZ65uvG,Southeast,Ward 12,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,42,No,No,Male,8,2,7,7,1
jZH98foV,Southwest,Ward 6,"$120,000 and over (Net)",Own,Some post secondary or college diploma,52,No,No,Female,7,3,7,7,2
iFM78ziK,Northeast,Ward 5,"$60,000 to just under $75,000",Don't Know,Some post secondary or college diploma,21,Yes,Yes,Female,8,2,9,10,3
bMO72vvB,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,49,Yes,No,Female,8,4,7,8,4
oGT39cmR,Northwest,Ward 4,Don't Know,Own,Some post secondary or college diploma,35,No,Yes,Male,10,2,6,10,4
zWI37jzS,Northeast,Ward 10,"$75,000 to just under $90,000",Rent,Completed university degree or post-grad degree,39,Yes,No,Female,8,1,10,10,3
gXT36vmI,Southwest,Ward 13,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,72,No,No,Male,8,3,6,7,3
pKW22ukP,Southeast,Ward 9,"Less than $30,000",Rent,Completed high school or less,38,Yes,No,Female,7,1,10,10,2
iHZ48yfB,Northeast,Ward 5,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,33,Yes,No,Male,6,3,5,5,3
tTF23hhN,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed high school or less,49,No,No,Male,9,3,7,8,4
jAJ96dzQ,Southeast,Ward 12,"$120,000 and over (Net)",Own,Completed high school or less,44,Yes,Yes,Female,8,2,5,7,2
cBC79sdW,Northeast,Ward 5,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,51,No,No,Male,3,2,7,8,3
tQW45lyR,Northeast,Ward 5,"$120,000 and over (Net)",Own,Completed high school or less,22,Yes,No,Female,8,2,7,8,4
iJZ12biC,Northwest,Ward 1,"$120,000 and over (Net)",Other,Completed university degree or post-grad degree,22,No,Yes,Male,7,2,5,7,4
vLR88uwT,Northeast,Ward 9,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,49,Yes,No,Male,8,2,8,8,4
xPL42tiY,Northeast,Ward 10,"$75,000 to just under $90,000",Rent,Some post secondary or college diploma,18,No,Yes,Male,9,2,10,10,3
lEI20jaG,Northwest,Ward 1,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,44,Yes,No,Male,8,3,8,9,4
nRI78fnP,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,43,Yes,No,Male,8,2,8,8,4
fBH41gwH,Northeast,Ward 10,"$75,000 to just under $90,000",Rent,Completed university degree or post-grad degree,34,No,No,Female,8,3,6,5,2
aHI87ysU,Northwest,Ward 7,"$90,000 to just under $105,000",Neither,Completed university degree or post-grad degree,22,No,Don't Know,Male,10,2,10,10,4
zYB16aiG,Northwest,Ward 1,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,57,No,No,Female,9,1,7,8,4
aTJ18zhC,Southeast,Ward 14,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,50,Yes,Yes,Female,8,3,8,9,4
fIS14qdV,Southwest,Ward 8,"Less than $30,000",Own,Some post secondary or college diploma,20,No,No,Male,8,4,8,9,3
hDA95ncR,Northwest,Ward 2,Don't Know,Own,Completed high school or less,66,No,No,Female,8,2,7,7,3
bWB35mmR,Southwest,Ward 8,"$60,000 to just under $75,000",Rent,Some post secondary or college diploma,56,No,No,Male,8,1,7,8,3
xDZ78paB,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,46,Yes,Yes,Female,8,2,6,8,3
xAK69kcA,Southeast,Ward 9,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,50,No,Yes,Male,9,1,10,10,4
eOX56fnC,Southwest,Ward 9,"$60,000 to just under $75,000",Rent,Some post secondary or college diploma,28,No,No,Male,8,2,7,7,3
yEE15eoH,Southwest,Ward 13,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,44,No,Yes,Female,8,1,6,6,3
yRL40xwZ,Southwest,Ward 8,"$105,000 to just under $120,000",Rent,Completed university degree or post-grad degree,28,No,No,Male,7,2,8,8,2
aWT32jwD,Northeast,Ward 10,"$120,000 and over (Net)",Own,Some post secondary or college diploma,61,No,No,Male,8,3,9,9,1
kSR67quJ,Southwest,Ward 13,"$45,000 to just under $60,000",Neither,Completed high school or less,65,No,Yes,Male,8,2,10,10,4
mVD65fmF,Northwest,Ward 1,"$120,000 and over (Net)",Own,Some post secondary or college diploma,53,No,No,Female,8,2,9,9,4
aYK81wgU,Northwest,Ward 7,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,27,No,No,Female,8,2,8,8,3
kCX47oiZ,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,42,Yes,Yes,Female,8,3,6,7,3
iKC85xaL,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,48,No,No,Male,8,1,6,7,4
